img_size,conf_thresh,iou_thresh,skip_interval,appearance_weight,MOTA,IDF1,FPS
640,0.2,0.7,1,0.0,0.9,0.78,19.298
640,0.2,0.7,1,0.0,0.9,0.78,17.845
640,0.2,0.7,1,0.0,0.9,0.78,17.648
640,0.2,0.7,1,0.0,0.9,0.78,17.439
640,0.2,0.7,1,0.0,0.9,0.78,17.361
640,0.2,0.7,1,0.0,0.9,0.78,17.574
640,0.2,0.7,1,0.0,0.9,0.78,17.572
640,0.2,0.7,1,0.0,0.9,0.78,17.757
640,0.2,0.3,1,0.0,0.9,0.78,18.027
640,0.2,0.7,1,0.0,0.9,0.78,18.017
640,0.2,0.7,1,0.0,0.9,0.78,15.864
640,0.2,0.7,1,0.0,0.9,0.78,17.053
640,0.2,0.7,1,0.0,0.9,0.78,17.411
640,0.2,0.7,1,0.0,0.9,0.78,16.478
640,0.2,0.7,1,0.0,0.9,0.78,16.081
640,0.2,0.7,1,0.0,0.9,0.78,16.518
640,0.2,0.7,1,0.0,0.9,0.78,15.921
640,0.2,0.7,1,0.0,0.9,0.78,16.209
640,0.2,0.7,1,0.0,0.9,0.78,16.512
640,0.2,0.7,1,0.0,0.9,0.78,16.299
640,0.2,0.3,1,0.0,0.9,0.78,17.113
640,0.2,0.7,1,0.0,0.9,0.78,16.448
640,0.2,0.3,1,0.0,0.9,0.78,15.318
640,0.2,0.7,1,0.0,0.9,0.78,16.512
640,0.2,0.7,1,0.0,0.9,0.78,17.775
640,0.2,0.7,1,0.0,0.9,0.78,17.343
640,0.2,0.7,1,0.0,0.9,0.78,16.344
640,0.2,0.7,1,0.0,0.9,0.78,17.084
640,0.2,0.7,1,0.0,0.9,0.78,16.696
640,0.2,0.7,1,0.0,0.9,0.78,17.217
640,0.2,0.7,1,0.0,0.9,0.78,17.669
640,0.2,0.7,1,0.0,0.9,0.78,17.597
640,0.2,0.7,1,0.0,0.9,0.78,17.536
640,0.2,0.3,1,0.0,0.9,0.78,23.724
640,0.2,0.7,1,0.0,0.9,0.78,24.361
640,0.2,0.7,1,0.0,0.9,0.78,23.474
640,0.2,0.7,1,0.0,0.9,0.78,24.119
640,0.2,0.7,1,0.0,0.9,0.78,23.194
640,0.2,0.3,1,0.0,0.9,0.78,24.6
640,0.2,0.7,1,0.0,0.9,0.78,23.601
640,0.2,0.3,1,0.0,0.9,0.78,23.722
640,0.2,0.7,1,0.0,0.9,0.78,17.154
640,0.2,0.3,1,0.0,0.9,0.78,16.801
640,0.2,0.7,1,0.0,0.9,0.78,17.345
640,0.2,0.7,1,0.0,0.9,0.78,16.129
640,0.2,0.3,1,0.0,0.9,0.78,18.068
640,0.2,0.7,1,0.0,0.9,0.78,17.7
640,0.2,0.7,1,0.0,0.9,0.78,16.567
640,0.2,0.7,1,0.0,0.9,0.78,23.257
640,0.2,0.7,1,0.0,0.9,0.78,23.497
640,0.2,0.7,1,0.0,0.9,0.78,22.754
640,0.2,0.7,1,0.0,0.9,0.78,23.466
640,0.2,0.7,1,0.0,0.9,0.78,23.14
640,0.2,0.3,1,0.0,0.9,0.78,24.078
640,0.2,0.7,1,0.0,0.9,0.78,22.712
640,0.2,0.7,1,0.0,0.9,0.78,23.33
640,0.2,0.7,1,0.0,0.9,0.78,22.511
640,0.2,0.7,1,0.0,0.9,0.78,24.757
640,0.2,0.7,1,0.0,0.9,0.78,22.4
640,0.2,0.7,1,0.0,0.9,0.78,23.699
640,0.2,0.3,1,0.0,0.9,0.78,23.255
640,0.2,0.7,1,0.0,0.9,0.78,23.148
640,0.2,0.7,1,0.0,0.9,0.78,23.033
640,0.2,0.3,1,0.0,0.9,0.78,23.925
640,0.2,0.7,1,0.0,0.9,0.78,24.199
640,0.2,0.3,1,0.0,0.9,0.78,22.689
640,0.2,0.3,1,0.0,0.9,0.78,23.688
640,0.2,0.7,1,0.0,0.9,0.78,23.045
640,0.2,0.7,1,0.0,0.9,0.78,23.944
640,0.2,0.7,1,0.0,0.9,0.78,22.766
640,0.2,0.7,1,0.0,0.9,0.78,23.368
640,0.2,0.7,1,0.0,0.9,0.78,23.163
640,0.2,0.7,1,0.0,0.9,0.78,24.933
640,0.2,0.7,1,0.0,0.9,0.78,23.401
640,0.2,0.7,1,0.0,0.9,0.78,24.156
640,0.2,0.7,1,0.0,0.9,0.78,22.774
640,0.2,0.7,1,0.0,0.9,0.78,17.884
640,0.2,0.7,1,0.0,0.9,0.78,23.072
640,0.2,0.7,1,0.0,0.9,0.78,23.528
640,0.2,0.7,1,0.0,0.9,0.78,22.696
640,0.2,0.3,1,0.0,0.9,0.78,23.679
640,0.2,0.7,1,0.0,0.9,0.78,22.444
640,0.2,0.7,1,0.0,0.9,0.78,23.313
640,0.2,0.3,1,0.0,0.9,0.78,22.496
640,0.2,0.7,1,0.0,0.9,0.78,23.832
640,0.2,0.3,1,0.0,0.9,0.78,23.087
640,0.2,0.3,1,0.0,0.9,0.78,23.888
640,0.2,0.7,1,0.0,0.9,0.78,23.1
640,0.2,0.7,1,0.0,0.9,0.78,23.609
640,0.2,0.7,1,0.0,0.9,0.78,22.943
640,0.2,0.7,1,0.0,0.9,0.78,23.994
640,0.2,0.7,1,0.0,0.9,0.78,23.21
640,0.2,0.7,1,0.0,0.9,0.78,23.195
640,0.2,0.7,1,0.0,0.9,0.78,23.041
640,0.2,0.7,1,0.0,0.9,0.78,23.653
640,0.2,0.7,1,0.0,0.9,0.78,23.225
640,0.2,0.7,1,0.0,0.9,0.78,22.507
640,0.2,0.7,1,0.0,0.9,0.78,23.362
640,0.2,0.7,1,0.0,0.9,0.78,23.306
640,0.2,0.7,1,0.0,0.9,0.78,23.902
640,0.2,0.7,1,0.0,0.9,0.78,23.372
640,0.2,0.7,1,0.0,0.9,0.78,23.962
640,0.2,0.7,1,0.0,0.9,0.78,22.573
640,0.2,0.3,1,0.0,0.9,0.78,24.383
640,0.2,0.3,1,0.0,0.9,0.78,23.318
640,0.2,0.7,1,0.0,0.9,0.78,24.1
640,0.2,0.7,1,0.0,0.9,0.78,23.094
640,0.2,0.7,1,0.0,0.9,0.78,24.683
640,0.2,0.3,1,0.0,0.9,0.78,23.396
640,0.2,0.7,1,0.0,0.9,0.78,22.889
640,0.2,0.7,1,0.0,0.9,0.78,24.491
640,0.2,0.7,1,0.0,0.9,0.78,23.363
640,0.2,0.7,1,0.0,0.9,0.78,23.441
640,0.2,0.7,1,0.0,0.9,0.78,22.188
640,0.2,0.7,1,0.0,0.9,0.78,23.669
640,0.2,0.7,1,0.0,0.9,0.78,22.635
640,0.2,0.7,1,0.0,0.9,0.78,23.805
640,0.2,0.7,1,0.0,0.9,0.78,22.863
640,0.2,0.7,1,0.0,0.9,0.78,24.01
640,0.2,0.7,1,0.0,0.9,0.78,22.547
640,0.2,0.7,1,0.0,0.9,0.78,23.979
640,0.2,0.7,1,0.0,0.9,0.78,22.339
640,0.2,0.7,1,0.0,0.9,0.78,24.394
640,0.2,0.3,1,0.0,0.9,0.78,23.261
640,0.2,0.3,1,0.0,0.9,0.78,23.504
640,0.2,0.7,1,0.0,0.9,0.78,22.398
640,0.2,0.7,1,0.0,0.9,0.78,23.251
640,0.2,0.7,1,0.0,0.9,0.78,23.337
640,0.2,0.3,1,0.0,0.9,0.78,23.06
640,0.2,0.7,1,0.0,0.9,0.78,23.219
640,0.2,0.7,1,0.0,0.9,0.78,23.799
640,0.2,0.7,1,0.0,0.9,0.78,23.916
640,0.2,0.7,1,0.0,0.9,0.78,22.926
640,0.2,0.7,1,0.0,0.9,0.78,24.079
640,0.2,0.7,1,0.0,0.9,0.78,22.825
640,0.2,0.7,1,0.0,0.9,0.78,23.769
640,0.2,0.7,1,0.0,0.9,0.78,22.916
640,0.2,0.7,1,0.0,0.9,0.78,24.879
640,0.2,0.7,1,0.0,0.9,0.78,23.393
640,0.2,0.7,1,0.0,0.9,0.78,23.977
640,0.2,0.7,1,0.0,0.9,0.78,23.2
640,0.2,0.7,1,0.0,0.9,0.78,23.105
640,0.2,0.7,1,0.0,0.9,0.78,23.169
640,0.2,0.7,1,0.0,0.9,0.78,23.431
640,0.2,0.7,1,0.0,0.9,0.78,23.172
640,0.2,0.7,1,0.0,0.9,0.78,23.495
640,0.2,0.7,1,0.0,0.9,0.78,24.39
640,0.2,0.7,1,0.0,0.9,0.78,22.889
640,0.2,0.7,1,0.0,0.9,0.78,23.818
640,0.2,0.7,1,0.0,0.9,0.78,22.396
640,0.2,0.7,1,0.0,0.9,0.78,23.638
640,0.2,0.7,1,0.0,0.9,0.78,22.195
640,0.2,0.7,1,0.0,0.9,0.78,24.847
640,0.2,0.7,1,0.0,0.9,0.78,23.38
640,0.2,0.7,1,0.0,0.9,0.78,24.497
640,0.2,0.7,1,0.0,0.9,0.78,22.746
640,0.2,0.7,1,0.0,0.9,0.78,23.662
640,0.2,0.7,1,0.0,0.9,0.78,23.306
640,0.2,0.7,1,0.0,0.9,0.78,24.327
640,0.2,0.7,1,0.0,0.9,0.78,22.147
640,0.2,0.7,1,0.0,0.9,0.78,22.141
640,0.2,0.7,1,0.0,0.9,0.78,20.0
640,0.2,0.7,1,0.0,0.9,0.78,19.846
640,0.2,0.7,1,0.0,0.9,0.78,18.006
640,0.2,0.7,1,0.0,0.9,0.78,20.498
640,0.2,0.7,1,0.0,0.9,0.78,22.485
640,0.2,0.7,1,0.0,0.9,0.78,23.377
640,0.2,0.7,1,0.0,0.9,0.78,23.062
640,0.2,0.7,1,0.0,0.9,0.78,22.773
640,0.2,0.7,1,0.0,0.9,0.78,22.012
640,0.2,0.7,1,0.0,0.9,0.78,23.463
640,0.2,0.7,1,0.0,0.9,0.78,21.522
640,0.2,0.7,1,0.0,0.9,0.78,21.205
640,0.2,0.7,1,0.0,0.9,0.78,22.814
640,0.2,0.7,1,0.0,0.9,0.78,22.136
640,0.2,0.7,1,0.0,0.9,0.78,22.422
640,0.2,0.7,1,0.0,0.9,0.78,21.386
640,0.2,0.7,1,0.0,0.9,0.78,22.964
640,0.2,0.7,1,0.0,0.9,0.78,22.848
640,0.2,0.7,1,0.0,0.9,0.78,23.394
640,0.2,0.7,1,0.0,0.9,0.78,21.973
640,0.2,0.7,1,0.0,0.9,0.78,22.553
640,0.2,0.7,1,0.0,0.9,0.78,22.271
640,0.2,0.7,1,0.0,0.9,0.78,22.098
640,0.2,0.7,1,0.0,0.9,0.78,22.832
640,0.2,0.7,1,0.0,0.9,0.78,22.787
640,0.2,0.7,1,0.0,0.9,0.78,22.893
640,0.2,0.7,1,0.0,0.9,0.78,23.826
640,0.2,0.7,1,0.0,0.9,0.78,23.033
640,0.2,0.7,1,0.0,0.9,0.78,22.779
640,0.2,0.7,1,0.0,0.9,0.78,22.053
640,0.2,0.7,1,0.0,0.9,0.78,22.509
640,0.2,0.7,1,0.0,0.9,0.78,22.639
640,0.2,0.7,1,0.0,0.9,0.78,22.957
640,0.2,0.7,1,0.0,0.9,0.78,22.284
640,0.2,0.7,1,0.0,0.9,0.78,22.689
640,0.2,0.7,1,0.0,0.9,0.78,22.141
640,0.2,0.7,1,0.0,0.9,0.78,24.026
640,0.2,0.7,1,0.0,0.9,0.78,22.125
640,0.2,0.7,1,0.0,0.9,0.78,23.623
640,0.2,0.7,1,0.0,0.9,0.78,22.499
640,0.2,0.7,1,0.0,0.9,0.78,23.643
640,0.2,0.7,1,0.0,0.9,0.78,22.756
640,0.2,0.7,1,0.0,0.9,0.78,22.979
640,0.2,0.7,1,0.0,0.9,0.78,22.109
640,0.2,0.7,1,0.0,0.9,0.78,23.468
640,0.2,0.7,1,0.0,0.9,0.78,22.985
640,0.2,0.7,1,0.0,0.9,0.78,24.26
640,0.2,0.7,1,0.0,0.9,0.78,22.596
640,0.2,0.7,1,0.0,0.9,0.78,22.695
640,0.2,0.7,1,0.0,0.9,0.78,21.317
640,0.2,0.7,1,0.0,0.9,0.78,22.428
640,0.2,0.7,1,0.0,0.9,0.78,22.829
640,0.2,0.7,1,0.0,0.9,0.78,23.728
640,0.2,0.7,1,0.0,0.9,0.78,22.795
640,0.2,0.7,1,0.0,0.9,0.78,22.328
640,0.2,0.7,1,0.0,0.9,0.78,22.232
640,0.2,0.7,1,0.0,0.9,0.78,22.421
640,0.2,0.7,1,0.0,0.9,0.78,21.658
640,0.2,0.7,1,0.0,0.9,0.78,23.791
640,0.2,0.7,1,0.0,0.9,0.78,22.933
640,0.2,0.7,1,0.0,0.9,0.78,23.573
640,0.2,0.7,1,0.0,0.9,0.78,22.19
640,0.2,0.7,1,0.0,0.9,0.78,23.391
640,0.2,0.7,1,0.0,0.9,0.78,14.613
640,0.2,0.7,1,0.0,0.9,0.78,16.719
