img_size,conf_thresh,iou_thresh,skip_interval,appearance_weight,MOTA,IDF1,FPS
480,0.2,0.3,1,1.0,1.0,0.78,15.041834653352893
480,0.6,0.3,1,0.0,0.9500000000000001,0.78,19.93909406593272
480,0.6,0.7,1,1.0,0.9500000000000001,0.75,19.236669982066775
480,0.2,0.7,5,0.0,0.9,0.81,30.203385653913244
320,0.2,0.7,5,1.0,0.8,0.78,29.679878342117558
480,0.6,0.3,1,1.0,0.9500000000000001,0.75,19.62453650866993
480,0.2,0.3,1,1.0,1.0,0.78,17.013776980372967
320,0.6,0.7,1,0.0,0.8,0.78,20.576250233023615
480,0.6,0.3,5,0.0,0.9,0.81,32.01661657759552
480,0.6,0.3,5,1.0,0.9,0.81,35.491522899219014
480,0.6,0.7,5,0.0,0.9,0.81,34.7175702105805
640,0.6,0.3,5,1.0,0.9,0.75,31.94297290298996
640,0.2,0.7,1,0.0,0.9,0.78,17.497830146658266
320,0.2,0.3,5,0.0,0.9,0.81,30.874302053189172
480,0.2,0.7,5,1.0,0.8500000000000001,0.81,30.01978945468755
320,0.6,0.7,1,1.0,0.8,0.78,21.85342885119283
480,0.2,0.3,1,0.0,1.0,0.81,17.343580331771136
320,0.6,0.3,5,1.0,0.8500000000000001,0.75,35.3009111252246
320,0.6,0.3,5,0.0,0.8500000000000001,0.75,35.60989003906227
320,0.6,0.7,5,1.0,0.8500000000000001,0.75,35.271602837958596
480,0.2,0.3,1,0.0,1.0,0.81,17.02214126303151
480,0.6,0.3,1,0.0,0.9500000000000001,0.78,20.575016804432362
480,0.6,0.3,1,0.0,0.9500000000000001,0.78,20.110559064369763
480,0.2,0.3,1,0.0,1.0,0.81,17.436252672939894
480,0.2,0.3,1,0.0,1.0,0.81,16.051807425132502
480,0.6,0.3,1,1.0,0.9500000000000001,0.75,1.2939136034707308
480,0.2,0.3,1,1.0,1.0,0.78,15.537101500487866
480,0.2,0.7,1,0.0,1.0,0.81,16.792333672039657
480,0.2,0.3,1,0.0,1.0,0.81,15.688085989704454
480,0.2,0.3,1,1.0,1.0,0.78,14.158891762354985
480,0.2,0.3,1,0.0,1.0,0.81,14.859185215127473
480,0.6,0.3,1,0.0,0.9500000000000001,0.78,17.350878935161123
480,0.2,0.3,1,0.0,1.0,0.81,16.693770918734547
480,0.2,0.3,1,0.0,1.0,0.81,16.574454022099697
480,0.2,0.3,1,0.0,1.0,0.81,15.76558294987425
480,0.2,0.3,1,1.0,1.0,0.78,16.295539310255663
480,0.2,0.3,1,0.0,1.0,0.81,15.476377378293241
480,0.2,0.3,1,0.0,1.0,0.81,16.480294926801417
480,0.2,0.3,1,0.0,1.0,0.81,17.794427853566525
480,0.2,0.3,1,1.0,1.0,0.78,17.13723356719996
480,0.2,0.3,1,0.0,1.0,0.81,16.072270722860708
480,0.2,0.3,1,0.0,1.0,0.81,16.728179138288944
480,0.2,0.3,1,0.0,1.0,0.81,16.600096275378665
480,0.2,0.3,1,0.0,1.0,0.81,16.650141769322463
480,0.2,0.3,1,0.0,1.0,0.81,16.949779307083315
480,0.2,0.3,1,0.0,1.0,0.81,16.48073398088963
480,0.2,0.3,1,0.0,1.0,0.81,16.431107032190496
480,0.2,0.3,1,0.0,1.0,0.81,17.266348324914635
480,0.2,0.3,1,0.0,1.0,0.81,16.88755130272711
480,0.2,0.3,1,0.0,1.0,0.81,16.078222434873744
480,0.2,0.3,1,0.0,1.0,0.81,16.162168486102125
480,0.2,0.3,1,0.0,1.0,0.81,17.428328118764426
480,0.2,0.3,1,0.0,1.0,0.81,16.949807996752863
480,0.2,0.3,1,0.0,1.0,0.81,16.881713986347364
480,0.2,0.3,1,0.0,1.0,0.81,16.202993121648827
480,0.2,0.3,1,0.0,1.0,0.81,17.230696168145318
480,0.2,0.3,1,0.0,1.0,0.81,15.49720376504225
480,0.2,0.3,1,0.0,1.0,0.81,16.125432112701528
480,0.2,0.3,1,0.0,1.0,0.81,16.672917213334202
480,0.2,0.3,1,0.0,1.0,0.81,15.334792059541817
480,0.2,0.3,1,0.0,1.0,0.81,16.372153827914804
480,0.2,0.3,1,0.0,1.0,0.81,16.512945585417775
